Species	HomeRange
Scotinomys_xerampelinus	0.000493625
Scotophilus_kuhlii	0.73675
Semnopithecus_ajax	1.898333333
Semnopithecus_entellus	0.367321429
Semnopithecus_hypoleucos	0.168
Setifer_setosus	0.127591176
Setonix_brachyurus	0.036130185
Sigmodon_hispidus	0.005424959
Simias_concolor	0.050228571
Smutsia_temminckii	5.292461538
Solenodon_paradoxus	0.1567
Sorex_araneus	0.0001262
Sorex_arcticus	0.0059083
Sorex_cinereus	0.00554409
Sorex_gracillimus	0.000205967
Sorex_unguiculatus	0.000188338
Sorex_vagrans	0.002119593
Sotalia_guianensis	18.64669323
Sousa_chinensis	97.4245283
Spalacopus_cyanus	0.00038085
Speothos_venaticus	242.59
Spilogale_gracilis	0.377208333
Spilogale_putorius	1.76817
Stenoderma_rufum	0.038777778
Sturnira_hondurensis	0.51126
Sturnira_lilium	0.9408
Stylodipus_telum	0.004487
Suncus_murinus	0.002555714
Suricata_suricatta	1.33
Sus_scrofa	5.632086869
Syconycteris_australis	0.699320588
Sylvicapra_grimmia	0.281
Sylvilagus_aquaticus	0.0269779
Sylvilagus_audubonii	0.021569565
Sylvilagus_bachmani	0.013141029
Sylvilagus_floridanus	0.029253917
Sylvilagus_obscurus	0.047205556
Sylvilagus_palustris	0.02585
Sylvilagus_transitionalis	0.023221313
Symphalangus_syndactylus	0.300142857
Syncerus_caffer	114.794792
Tachyglossus_aculeatus	0.618665368
Tachyoryctes_macrocephalus	8.54963E-05
Talpa_europaea	0.0031
Talpa_romana	0.001856042
Tamandua_mexicana	0.253372222
Tamandua_tetradactyla	1
Tamias_striatus	0.001417372
Tamiasciurus_douglasii	0.0208
Tamiasciurus_mearnsi	0.040433333
Tapirus_bairdii	0.833941176
Tapirus_terrestris	5.850009557
Tarsipes_rostratus	0.002566667
Tarsius_dentatus	0.013925
Taxidea_taxus	26.30407309
Tayassu_pecari	20.65072581
Thallomys_nigricauda	0.014069411
Thalpomys_lasiotis	0.003177
Thomomys_bottae	0.000147695
Thomomys_mazama	0.0001025
Thomomys_monticola	8.75139E-05
Thrichomys_apereoides	0.000541506
Thrichomys_pachyurus	0.010988889
Thylogale_stigmatica	0.019373214
Thylogale_thetis	0.067592308
Thyroptera_tricolor	0.002621707
Tolypeutes_matacus	0.667007547
Tonatia_saurophila	1.6
Trachops_cirrhosus	5.3
Trachypithecus_crepusculus	2.929526316
Trachypithecus_francoisi	0.108224702
Trachypithecus_leucocephalus	0.1396
Trachypithecus_phayrei	0.8355
Trachypithecus_poliocephalus	0.36
Tragelaphus_buxtoni	4.8875
Tragelaphus_eurycerus	34
Tragelaphus_oryx	66.51666667
Tragelaphus_scriptus	0.16793617
Tragelaphus_strepsiceros	21.877
Tragulus_kanchil	0.023617647
Transandinomys_talamancae	0.013238875
Tremarctos_ornatus	38.423125
Trichechus_manatus	296.7243548
Trichosurus_cunninghami	0.048027292
Trichosurus_vulpecula	0.034779841
Trichys_fasciculata	0.08925
Trinomys_iheringi	0.010966667
Trinomys_yonenagae	6.12333E-06
Tupaia_glis	0.012573815
Tupaia_tana	0.04575
Tursiops_aduncus	75.83513514
Tursiops_truncatus	277.1936507
Urocitellus_columbianus	0.000707857
Urocitellus_parryii	0.008033333
Urocitellus_richardsonii	0.00248617
Urocyon_cinereoargenteus	1.891696617
Urocyon_littoralis	1.125462687
Urotrichus_talpoides	0.003633435
Ursus_americanus	68.29225616
Ursus_arctos	463.3477828
Ursus_maritimus	92728.26379
Ursus_thibetanus	53.80152667
Vampyrum_spectrum	0.032
Varecia_rubra	0.137483333
Vespadelus_pumilus	0.0855
Vespertilio_murinus	32.08333333
Vicugna_vicugna	0.159948333
Viverra_tangalunga	0.865708333
Viverra_zibetha	5.8
Viverricula_indica	1.1225
Vombatus_ursinus	0.141720941
Vulpes_bengalensis	2.904333333
Vulpes_cana	1.234637681
Vulpes_chama	12.78666667
Vulpes_lagopus	33.35402985
Vulpes_macrotis	10.79126797
Vulpes_pallida	5.572857143
Vulpes_rueppellii	40.45
Vulpes_velox	7.62903304
Vulpes_vulpes	10.1068859
Wallabia_bicolor	0.193203436
Wiedomys_pyrrhorhinos	0.000121212
Wyulda_squamicaudata	0.064921302
Xerospermophilus_tereticaudus	0.003126813
Xerus_erythropus	0.1775
Xerus_inauris	0.0316
Xerus_rutilus	0.0419
Zaglossus_bartoni	0.36475
Zalophus_californianus	2914
Zapus_hudsonius	0.003253876
Zapus_princeps	0.0027125
Zyzomys_palatalis	0.008018635
